N,P,K,temperature,humidity,ph,rainfall,label
39.87635507593698,126.71701829559143,203.3410539627889,12.189337837960784,80.0788826740979,5.556636888242098,74.6686455100207,grapes
4.930055218719724,133.88866267358102,201.37051200430093,27.69956111415923,80.68824462170275,5.461267256115323,70.62383218243336,grapes
16.76581689591915,122.62842795734898,203.10518786957002,11.786127454033698,81.7084979957471,6.311106276849833,68.85526145281453,grapes
20.72190726150359,139.77802023175983,195.70155840865664,28.646351194859168,85.36999034087387,6.513677304720846,75.26772387782154,grapes
20.18381553297208,139.2857599920621,198.3070598608944,20.926265854929714,82.25101248333489,5.545317123545344,73.06507682368938,grapes
32.665180662125856,121.0685927864568,202.13324899206705,10.76067225504046,82.08734013455688,6.3024467242116,74.75489623691635,grapes
21.33599644500428,131.58303321536667,200.2912191113251,23.389988008880266,79.7605043402551,6.492515011941092,66.42391354108452,grapes
13.695316013995482,143.91057932360627,198.41808310803435,30.63116789906034,81.78448999862296,15.065426860116663,72.10547977007083,grapes
27.981715385542092,121.35932018422504,197.0380921451459,40.31506195837276,79.9105779729475,6.476420839286089,72.31095187303612,grapes
30.49410393667589,139.216099222049,192.8920846149216,9.762124258126702,83.87113629736749,5.5669333777016,66.6848299123421,grapes
35.50093529015931,128.9024817686307,202.09534296087187,14.798690202098454,83.30012476329101,6.440683265518079,72.80741154868757,grapes
30.159038843747176,122.02773027817994,194.9112612796598,38.68805309859506,79.8914276256141,5.831841362676213,75.34243022225088,grapes
8.394772730237504,127.83066218134597,204.60221646758126,28.125730484953106,82.21051568829563,6.547325666042558,70.35362562041786,grapes
7.886211295495235,136.9704987975708,201.87090195251236,17.442086581041526,81.85404959366883,6.56358420311712,68.52341514347941,grapes
19.71384230460086,138.4588229678582,200.04109090057833,24.92246604059358,82.4479448394664,5.533336382179127,73.96714450784171,grapes
17.234735252719037,119.89589812548381,192.23495578347715,16.659815528121538,81.53940695075822,5.514141317172807,71.82534963939389,grapes
30.680338612489123,140.81666523112915,202.70990772822242,34.17299613490911,82.27389272802137,5.588345650331917,67.35126445377841,grapes
8.490652468485768,133.4002407038714,202.05709562648457,15.950877379237284,78.62270456012381,6.210365504148579,78.10198835785417,grapes
32.23038340728256,132.80595977950034,203.69021791083426,22.7849063838469,79.27856972676372,5.514712088023287,66.78706193127397,grapes
36.19611313593535,136.18949816615242,193.44381450360035,66.44933725762199,78.750232190607,6.463677126892259,71.32407887398516,grapes
5.995588428972693,222.76000802124548,196.9966110973768,25.867090014385504,81.02863942679814,5.91101700223901,73.13089447172949,grapes
24.787776959479555,136.39174669511314,194.3663448727651,32.08783753077322,82.16210879319493,5.555774938894064,71.58165638946656,grapes
26.676039872625118,147.0294744183845,199.9046132745597,8.734357402811922,82.21284987291335,5.535892649259073,70.72831361332938,grapes
31.470233804074084,128.07571729289546,192.13472428223753,17.691721968298026,79.50760885159298,5.520100354778652,64.47271517328223,grapes
41.91738061508249,138.8703005466596,200.57822512255993,20.266545581758567,80.6531708938253,6.072205661757462,69.00034343184242,grapes
8.82647086985804,123.2638129834366,196.167456636167,29.103224242169958,82.27671334096263,5.496526617540751,74.28038934590163,grapes
4.693731594277993,124.96724822704897,199.0678112579659,25.16478642749321,85.54008949711641,15.065426860116663,65.50740371880131,grapes
6.218109621164345,138.2979455859314,197.90322909093905,22.891895286338386,81.74509922183213,5.714380099930197,73.84856227111393,grapes
16.43087562020895,141.8293939367979,200.17036040684553,32.08441375773209,85.13276636400457,6.192812579186701,65.30194224992718,grapes
16.065608532223933,136.49955133289296,191.92356207646478,42.469130847339365,84.27306560977185,6.508127013383304,75.28829331514635,grapes
17.04532282460172,125.22607719357181,201.89605745916893,12.657035130928906,78.23602978823955,6.523077241466286,63.661174158349816,grapes
2.1036108155517805,121.65525141726206,199.44367982313332,42.00005846410142,84.83444301403337,6.525820080192232,67.78874843354309,grapes
5.758568549441065,141.79094787705031,198.33433998387807,24.03403773304159,79.92194480389405,5.4952393931737475,70.37150985172586,grapes
220.05692317756257,116.96104222490818,202.87076445007955,36.30283154009239,154.2289453400507,5.952943112025941,71.5554177680822,grapes
22.285934774170784,129.11431706607743,192.3785930245451,31.057647163083313,84.3471790545405,6.492140965611811,68.0793293410399,grapes
9.994166817654495,141.3788045651097,198.31946610098885,21.86130786589113,81.47711521675109,5.406564168561605,66.62269889603473,grapes
16.54210314171008,119.80136413020873,202.71224965033718,11.877380187005851,80.75196780412641,5.5106204353137125,70.1736301479212,grapes
7.673795612892904,139.83547993192218,196.8287167236586,31.309358147541413,83.20883403904969,5.5184869743824425,65.42788880356456,grapes
13.31881440271278,122.91253871441765,205.60362028505875,10.78820141257231,84.88782062029071,5.6918855591230395,74.78046185194492,grapes
20.704604004537504,146.19254651809908,197.22214096870604,12.335118888472863,82.61887590173859,5.932663259324513,71.7210495326613,grapes
22.123118308935656,139.90325909364492,195.31162041063018,13.66910856078715,79.99072238521816,6.490090578307492,70.31749294560026,grapes
33.15049712449283,133.68745244083192,200.00988198391877,18.79909441268227,78.39644171176371,15.065426860116663,71.87779388342926,grapes
27.2165569390516,139.79508843739308,197.2238830896498,32.99440048049941,81.30504857353702,5.549660390478316,67.16260114445903,grapes
33.30740958462152,130.3979700222862,199.3416485379647,24.79903097269126,82.26000718521435,6.458342321762494,64.7685254241121,grapes
30.608452690306386,136.27241113892927,198.94892724833844,29.483017734232934,83.75326735617334,6.581912869000759,72.19014018032594,grapes
29.279977013348542,138.93866993063918,205.2341105489219,9.423589658696564,81.47217524405072,5.880340574907345,68.10734536803898,grapes
5.446676008983982,135.07465326852275,205.30687725435865,19.002666937499797,82.71609254042704,6.439730022148262,75.81177909847443,grapes
39.394418742065284,137.55491429303385,197.05934116702886,21.28120303765382,83.28277319111473,6.363852306283331,74.82092227777535,grapes
30.283880297228762,126.94221068322587,205.51270041531333,24.510798434448564,81.21035197929244,5.457296665902935,68.65318721892173,grapes
16.67496487478229,121.2141815813267,199.34023369053574,9.065066119389122,83.04912317069495,5.50707501658719,76.10685077071656,grapes
1.1678190101200652,133.93168314518076,200.12683504950354,18.707644301363274,78.62882710333412,5.461235534227204,73.48163504857976,grapes
26.478792141888416,137.5546028352921,203.44072361067003,19.962693247466465,84.2280592763529,5.5098124150764285,64.38936324473008,grapes
36.5623137112388,134.9136671006284,205.1755209617211,10.187765648316946,83.65547626056244,5.526553340706417,74.91087567088326,grapes
11.89349903899479,140.60774833527415,204.15538980738506,26.89830765699851,80.53642750318794,5.5463864396963185,63.62388948660573,grapes
39.572623541173954,121.28948807400288,199.6782974466563,26.313803945146663,80.85311448452983,6.519735585898844,70.24359784837449,grapes
3.9655907455872486,139.16454432625122,204.7216418768201,16.747446085874362,78.85904869736326,5.538055317099368,68.98339960224628,grapes
40.40429650472851,143.13102888358762,200.19579910364757,25.050583915290183,81.62664495001067,5.716310846345523,64.25678264425048,grapes
30.235234757005934,137.87418172787451,202.7401438671393,8.775101413769379,81.98184945907866,6.224198450007074,69.330475559458,grapes
35.463416645184836,131.49044413578986,208.63669150547187,23.7295368835205,81.13843062406491,6.472869468779446,64.95076341525245,grapes
5.067321006743649,119.0004887567867,204.42457781023515,10.872297228092366,81.66228185156545,6.169518374736708,71.53095331117868,grapes
37.28432964070538,134.55193219914423,202.82115735979895,12.425653159549805,83.22887900447036,5.421175673109663,67.14710226988012,grapes
35.39170106133947,117.76864894420976,207.90939877810038,11.573135840122061,84.49155236012837,6.5634815077578414,68.17656897859187,grapes
9.745691673070404,137.09729786223878,197.56721069779235,39.82373010157145,84.65450511260839,5.50517375398168,63.871559029635904,grapes
37.35415111261062,138.2217631891869,200.39314202997366,15.62218269428339,84.70978740313969,6.524123845498813,66.36467993194817,grapes
15.07291846572744,145.91342470049747,196.50097967715018,24.214973798818,154.2289453400507,5.458884762291156,68.90631801964912,grapes
38.033698337174656,145.41234301364446,199.3069719032569,37.7880354937007,82.8817631697594,5.4817009176721445,71.42058280841349,grapes
33.20878037730527,119.58839789735605,200.55828771324164,14.55445533802682,79.69761589491955,6.49958937446487,72.15167634854858,grapes
40.730729723318575,144.7858844925209,203.31817190167254,36.46426436453813,79.10807291499022,6.52352763475365,67.7393972806383,grapes
6.036832543278882,140.15850495335508,202.05379835054273,32.35366448836586,80.06488072467428,5.882623888092957,68.10907970565822,grapes
31.016762491199653,123.51601977521284,194.4709281552896,38.69648774553562,81.88916175606275,6.4570237052276696,73.8246965666113,grapes
41.053257309534146,143.00631782030058,202.0693652146432,41.23123472544251,80.06719176758222,6.408383955086874,67.36551088566041,grapes
40.362190968211465,125.15164943282647,198.92099711346134,16.46442405235989,81.80796502633297,5.8185460000691185,72.95523552903671,grapes
34.14238098807684,140.48748874460674,196.82547970030674,19.04807926621128,83.04269635585287,5.72962128231836,67.03677604610152,grapes
14.4136579347699,129.92579313561166,195.3279613364452,31.447430113077743,80.67020067737941,5.480766812539985,68.04386229228005,grapes
220.05692317756257,138.10778159263424,193.86005021247456,31.622195896438587,79.5563190686283,5.545457935373239,65.33417428551972,grapes
5.18643220808767,132.9226865422326,191.45543245274263,18.329149489612128,81.92499867369801,5.619943289159284,74.66457974750016,grapes
23.74729498354627,120.99202944646369,204.88964165174622,35.95645848890268,80.08715851107,5.5038558163469045,68.13407360702024,grapes
38.12650953431801,126.42733137320383,319.8882710869616,9.838190796575555,82.0528931067728,6.30531738432057,74.59128264870795,grapes
32.96685518073596,141.38958402168402,192.8781571064841,14.075614699403792,80.41654580090228,5.544217032400908,69.97872383948581,grapes
26.03429018298237,136.60956586444078,196.3294513184433,28.384997749400423,83.07183779137407,6.484980523219487,70.51006667427808,grapes
28.560555059937997,119.53974949891132,193.31548162134175,20.35165272398806,80.24393025074916,5.891575605032748,75.20782728087674,grapes
4.795309147172546,137.60511490654548,194.0061115868917,27.05864509844444,78.529882868618,6.472349608832521,78.74644971622077,grapes
13.647452932363855,125.7850068894067,207.48976424593812,15.128054180508725,79.62395993698024,5.527039993607416,67.76771344047853,grapes
38.14944045298692,142.4681097318064,203.94718286387115,24.53865114721691,81.20130966145561,5.419871121765514,73.85593438770665,grapes
2.8654752024843777,125.65694032029067,195.40743196081442,13.007056215512096,81.09281267468802,5.492463358403096,63.558432032155324,grapes
14.547031024275949,138.65438698281352,194.82118377392197,16.430369999634546,81.88053378191354,5.51128850941586,65.586434307519,grapes
220.05692317756257,123.43954449475567,197.67177882708435,10.658323547434753,78.06971936994331,5.482757131589938,69.86735917111456,grapes
20.542634793340806,121.57788267529294,204.42424717697082,32.09928810530934,85.04739211199683,5.520962088173337,65.91191877105868,grapes
23.12910255535589,137.29045243225087,195.99811314366326,26.54143951444366,81.72566618529666,5.497766025849726,70.99560421366988,grapes
8.40606822084398,119.02222473917197,197.48171213207297,22.502543506101446,80.66876947518014,6.526947667659583,69.11549319434465,grapes
39.20576396485307,131.63315046541808,200.79382734903754,36.66492805122148,80.62310973109514,5.470915083405993,453.48826804827445,grapes
23.52974285875476,119.84490126939095,207.01738547343342,30.812192042817777,82.12741246505085,6.519644857253424,69.2493116860904,grapes
36.245563285511956,133.94280952332278,201.03427686739585,27.248040847326322,84.60872937531643,5.624073621324022,66.90783282507027,grapes
21.79374075771409,121.46038636344579,203.8690969326565,32.1383696219055,78.87134264799533,6.535950442033868,63.68770041795205,grapes
39.23629667836175,135.27452124931776,206.21361490026618,22.191584480749935,82.55559047517076,5.476182505298549,72.12081317746652,grapes
13.019297319559461,139.21266136543503,202.56862596376791,33.295701135141094,83.51022213128732,6.231975447396276,71.83994175685848,grapes
24.558999464283513,131.16593225784115,192.13698937874767,39.641940964273736,84.9550677366334,5.525715780604736,74.06374453805361,grapes
40.308393080052085,138.14605287290686,202.5316301341036,41.335540592202214,154.2289453400507,6.491608232493818,71.03469836049224,grapes
3.854037495480334,137.94732828928502,204.22552253984435,19.68428689908684,79.72496369195373,5.520879203666379,76.22301962162327,grapes
41.1636449587357,130.15193340021204,319.8882710869616,35.21993445334983,82.4184713145701,6.488380787594335,74.14531203383328,grapes
25.518903995937464,124.1814102798216,204.5104371981546,31.825624932220684,84.8445529331395,5.516547779362299,69.55445833061917,grapes
18.90853177884143,134.08014536002702,200.7440440417643,39.510394230773535,81.58614448093586,5.472845910137803,73.83185915420141,grapes
16.062145470964204,125.63199981730753,196.89803241427802,20.855078237710103,81.0851641199113,6.5303264148538585,71.55611461560177,grapes
34.01049763445207,135.3730847092047,201.15566928347258,16.317595269816238,78.43646213893493,6.363837647284603,72.8515531441572,grapes
5.321952829667303,128.30924074553465,195.3075942377878,28.706046009067254,79.1465952202519,5.511128382047923,69.07926752868447,grapes
42.16738656595982,141.7904426713021,207.69171510529117,19.446414156592596,80.18887647821617,6.575592996585739,69.46530497666086,grapes
19.273948152415752,124.87347718373098,204.09207131162262,14.113166697258604,82.69542481517146,5.554308515199347,68.35177662924855,grapes
34.08744341443206,120.72542687771376,194.69437737282294,25.788299902375865,81.80237105301389,5.5009712381689155,64.89538497041208,grapes
37.95393564957906,144.4861323977591,200.70834964253982,34.53062898389696,80.4201132083674,6.525142772173727,72.24365539718465,grapes
25.075571361738067,143.72087524921105,192.20581257738436,36.659136690878626,82.65817549186205,5.897738566275316,72.2039591157034,grapes
42.54901112835199,122.26218178268749,190.98929344556666,16.285121095472473,81.56037104226642,6.4359052157773275,73.71245089462188,grapes
9.565482609988692,143.10331113208977,205.3260630763402,27.463669698661455,83.69340104337317,5.507419906117832,70.1805363958551,grapes
4.3585614907210495,123.16670637440895,206.43504124801885,13.871848927634874,83.62541945845436,6.484380632705607,70.63347105835331,grapes
43.43609852807886,143.88096865988837,200.96972880003315,35.90430623115706,79.48406177119341,5.432461663999449,75.58339750339003,grapes
18.79690565693688,125.10215134840497,204.89716909630326,31.351781023479724,84.23445922063591,5.498820247992821,74.07039562054506,grapes
29.38216493943886,119.91768288300558,201.60505140177077,19.61380257226207,81.38785314617373,5.506042810409329,72.36133346338293,grapes
20.0019328938391,138.59158187191437,198.91248852883103,19.845976481295775,82.35963191391802,5.540485790379612,67.99636463910223,grapes
8.950345533483134,131.72610304403773,193.70585434737745,16.018710768405416,83.66302752355408,5.506890297012892,70.93399061674496,grapes
38.512021119664226,125.4306636915723,200.36254150640252,16.40043988847069,87.52523663750517,5.70700687209623,74.06046282624995,grapes
35.339233793634854,125.2252565757123,205.22150416564872,16.39793909427442,79.71639278405465,6.545750197529904,72.80889488585865,grapes
20.468537841907544,140.61319455683903,193.7081379447834,11.654936267125668,78.11241712945504,5.647186222977557,74.09149950936649,grapes
23.30703956889444,140.0456998777889,203.85789480571714,14.517212077688514,79.76527729389521,6.50511725936147,73.040827223577,grapes
37.40803980704779,138.70130581232883,204.3353080343012,25.956875571209146,80.66646922214295,6.4170711413456525,78.37575010322486,grapes
16.73323796302268,139.036559695324,191.28662829429106,41.68391366990382,80.3701962141807,5.533819682722964,63.842448195765535,grapes
14.443070634793862,131.48181877912603,203.04245103812977,24.039397167543374,83.76754543451236,6.508041355760488,71.34406129487004,grapes
30.63078015956427,129.91780390215604,199.03233236661958,40.515142557405916,83.15031575414487,6.427676462474046,68.11543988559829,grapes
40.65713466637483,126.07998799468793,206.37405150215895,13.374214702919208,81.32847112335085,6.493807224401245,71.08775300322982,grapes
41.87370099753916,138.59642619584616,193.58223968246318,14.695286627469933,80.8497412217198,5.460777870079781,71.54261614654652,grapes
1.8384161201794433,134.7682210074322,199.87454958537546,21.516233352262017,81.26359735710798,6.457334501108445,65.31339605083198,grapes
22.27256741120861,143.1485589479683,200.94429484575645,39.430704344371144,82.52463008997394,5.918512634723917,76.18701732936492,grapes
9.309255166957513,125.27030052387245,200.1901954486066,14.371573783420335,78.61422201868416,5.473028287394365,73.8183375299277,grapes
25.441770801617686,131.17642215768015,193.2596430452367,19.845894038717994,83.6921277749375,5.5540815666384145,64.51462114884899,grapes
28.07949106950664,142.66367226033876,206.1747169165091,9.447862622431753,83.54847518769661,5.582155427112818,69.30183554121452,grapes
8.40091536773206,136.47804291176845,198.52512329826257,30.28902663190325,81.12893321528753,5.487279303411079,73.41796490094436,grapes
9.703659899872775,128.39899931724312,193.27991251023778,25.09842442823525,84.40156099159873,6.159293479759084,71.72913288550203,grapes
38.0882776254645,119.2622979477242,198.19634000263642,17.73101422485979,80.70230203055443,5.561333045947383,76.5887684315333,grapes
38.6657907436985,133.6817355992149,206.66169043485047,42.189029462210996,80.64607446998433,6.283518746096882,66.49830552889286,grapes
8.391855420671348,130.0348109449455,194.4757178954098,14.935367192194189,84.71117273140185,6.500730047204055,79.70072113411337,grapes
26.88669022443039,222.76000802124548,208.65244381654512,31.1861520631432,84.69187419923111,6.616921349177386,69.58739562652327,grapes
10.118332356927883,133.33332173560558,209.73471855539364,23.200341492636685,85.46751972649487,6.46479145201615,76.77743688267189,grapes
21.944055331968663,131.30173185718226,203.53295236981276,12.414701622745909,79.01903990849117,6.414464504096437,62.766732346289935,grapes
33.763194134497574,136.63519364941854,203.9267639679877,12.924275613486957,78.45690622688805,6.506908842244992,75.38317451697547,grapes
22.55585118902807,141.42203868711718,205.5571242148823,13.688143087947607,83.27093776701423,6.474093223513287,65.71771745733285,grapes
13.744255687489266,137.65522691403908,204.76161388674996,15.95696243176147,81.02107912395674,5.5907843593791275,62.9632366388759,grapes
38.953730157482305,139.81058869297362,208.74389361070251,20.335631036140953,80.48400263809782,5.670084438637219,66.90366710683517,grapes
38.22849459721487,118.58163500769413,196.13774125672285,20.8617187321333,82.5460800048887,5.5598761230569425,61.66658107994093,grapes
6.902481680631404,130.74946190861277,195.00626416218583,18.420953478068142,81.68897663398491,5.4016103566477,70.69784256898375,grapes
5.674537032863971,131.05932920976798,205.00916808022308,17.35945088058647,81.05244653129166,6.48518389226292,69.96393854897184,grapes
2.384047366468007,131.4011165835021,195.28820435370298,10.004551011704626,79.49710408789929,6.480894681088239,70.95411348291118,grapes
15.741829288643789,146.83867606197256,204.15511234939245,31.62852478122369,82.78327257127087,5.471712732095489,67.44585500538174,grapes
15.591269123808766,119.81420633751186,203.93301045925267,10.845715617965737,82.48079312662738,5.5579759103559585,70.25126189065905,grapes
27.14927524850835,145.1535947472968,204.71019028965026,11.84531931684876,79.60620281788422,5.94551975351244,61.335206478372804,grapes
19.7237203576335,121.89997179836594,196.7994814909204,19.15908993384131,82.66868930998139,5.551966714939766,74.12901210313127,grapes
1.6909772873727795,126.88408024991647,197.68598772468965,11.824656491712505,83.19634016080009,6.519696266807419,71.96258498985915,grapes
38.48410904902049,138.67935072985563,196.3450987097831,15.142058209853063,79.17182679676078,5.786469846910558,71.29178358540506,grapes
38.884580548509014,131.3268611164765,193.90711738143378,36.738944890523385,84.18289678815513,6.405889831414445,75.25603220623375,grapes
2.6193711322388697,134.25082468348145,196.74590118206763,15.90620260207428,83.215426102369,5.522262824365567,70.55407932685635,grapes
40.18521754170109,145.3849681934211,201.77870501393474,36.95626463071081,79.59926228632881,5.539543526415991,78.56681734060913,grapes
11.515488521996245,144.02587953563815,204.70755485527448,31.17849213193083,82.90958054454585,5.4777486141934535,66.29939918197498,grapes
16.377668679402802,138.18052890863825,202.6428370064902,20.179298805999125,80.89234420629312,6.50105380803056,60.86172695329514,grapes
40.804219161426815,142.0484377985322,197.03077453909125,12.507600630692783,81.37341909596383,6.47834653963992,71.72188812518847,grapes
33.42814363239337,122.23604514406847,197.31167471976875,41.67357376112491,80.68898566810856,5.663523702387786,69.85648855877851,grapes
19.601306874599764,136.01890246558023,194.46702857963137,40.94099250032885,82.19570360628562,6.468605742873074,60.09292098116368,grapes
31.561374701485747,137.50542297306754,205.1490583876327,32.329100963945905,80.64626233792639,6.138637415099794,69.18391032414513,grapes
38.235355020126825,117.9437469237761,198.8824141987155,28.781802237904483,84.50843098807017,6.409849107491462,67.47360978710114,grapes
-0.13015911280558162,139.729930066274,206.12791081022561,16.935132545439746,83.3384251070976,5.931053976973957,68.99732499795702,grapes
16.941703803693816,119.42552883423325,205.13438543487499,8.379107465756707,81.52416900329577,5.50287415485913,76.75862965571403,grapes
34.57483561058348,126.7164645261133,204.42738541542,25.700882416875483,78.68660176722288,5.479851096196003,69.97510120771679,grapes
15.909959386964573,130.14280257652743,196.29872935920991,32.46538972587972,84.82751144629209,6.51284022931768,63.84352611693744,grapes
10.499841008543433,145.22454922558353,196.95064416847993,33.66100661603928,80.21968429241257,6.284225773722189,65.94159030657516,grapes
19.89904874941218,127.69943269594827,190.38655079280323,20.901543678884803,83.54929060300756,5.498763623654434,67.3246958082991,grapes
27.323428640369745,145.49241608965863,201.128607431308,12.147033374419081,79.31575266278513,5.586611536610036,69.44077483145952,grapes
33.48643002377409,131.32338812067502,196.74393068342505,21.12062323512603,84.3181957364988,5.572427071837313,67.22704526560159,grapes
9.79588069191528,123.11811246194112,199.4368568567183,12.864104671970434,79.19850574213368,5.4725328975702885,68.5600203630626,grapes
32.380683352459656,136.75611548980677,201.62257293897179,35.480276516778744,85.82752579928574,6.054723538997838,72.72879652539163,grapes
13.59630927374625,125.36032387710493,201.13391449260197,17.973369760016862,80.01743789801507,6.51038714377821,71.4230935348919,grapes
12.349276375474114,130.0213595999645,203.7180172645336,33.70580577168241,84.6326269611847,6.469361898560407,71.13333698117593,grapes
27.40635585444214,120.93406308885578,206.32224668983574,38.97125268485474,79.73053296295473,5.6021391362344275,66.69993117631626,grapes
28.771507329907923,127.87113940462173,194.10372759626037,15.172014567631487,82.21000307850119,6.496826861541047,70.03319210253783,grapes
9.802347245810843,122.57770872670876,195.88793313258026,24.582325799116518,83.57252714504656,5.48403947431235,74.26168665990889,grapes
28.123455617747585,141.5091498782349,204.21334601262316,36.631150586440285,81.49226200519435,6.534548621144471,71.71930318774606,grapes
42.61397282148511,127.90515086641265,203.1774685733051,15.082554586002441,80.28562829227063,5.518779953384043,77.44606674527165,grapes
39.613536181772986,137.38228328179272,196.35477383133633,40.771622821811306,79.71090521218237,6.51682643461427,69.68411068211667,grapes
37.430872867147094,121.8818054132433,197.47819037539628,28.144086705891347,80.61486576934554,5.556686685516911,65.54408155778901,grapes
32.77260679199546,141.09039521945456,196.97407900368583,11.054620379454335,81.53126410119359,5.799570587518129,69.11484226759487,grapes
38.50609881804075,131.98591288256054,193.57771354718193,23.334356734275286,81.9179309649808,6.546564348166453,67.24632738492902,grapes
40.023254343083444,131.76329538108678,194.99948795146582,22.810490692909475,81.84940694895306,5.577608806789014,63.15208970976123,grapes
35.27477201651129,126.93523947406042,191.12553963583773,36.39013445539903,81.39605290307186,5.561091583472173,68.67502291467984,grapes
11.926418234793841,129.29216334676934,203.69095531199076,23.433033450117225,81.57897109570095,6.55805141993005,65.50494718470901,grapes
17.410396991912595,137.36890181662244,196.8797974478284,39.84441485007408,82.14596922422199,6.551213889370181,61.093182223790414,grapes
2.291976838495838,120.93776520827466,197.12291696380552,38.705621007257115,80.53003842427653,6.489031275892236,70.36488152869767,grapes
39.17330268790617,139.45598405381864,201.91653338604712,21.697291800804376,84.37586161133368,5.557773187066564,72.30482958373354,grapes
19.256280878604095,140.32752559636032,194.04964052276148,39.83941819648303,82.37652191814712,6.498262094753004,66.8579944839079,grapes
5.087948208296168,142.14796651744473,201.1278408605323,21.390215336394466,82.05427300087813,5.459186418187845,65.76623550395733,grapes
17.929523747741754,128.81619336589088,202.76871642622018,30.421307654665632,82.38098979305067,5.499899797806208,70.87790812227675,grapes
25.249390530590755,128.81809583292565,197.82711406577855,36.68962921634677,82.59252446449923,5.49899989711592,73.49073916303412,grapes
13.550554357105371,119.60701581099131,194.15727030499704,13.495329128478517,83.57257107446081,5.521033159225415,62.28693720107977,grapes
36.45002939288098,133.15130529873534,205.95412558636855,12.283640352867733,81.57648197375751,5.450920998369515,69.75659244385521,grapes
40.28929661637089,138.36771832626542,198.7322869464776,20.363948763533465,79.36927342410128,6.421894103569085,68.87647162891676,grapes
27.653399670527634,142.26833685314023,208.25529689496685,31.23831526181997,82.42017305363345,6.474349567408583,63.43741839129646,grapes
-2.357173914468741,138.21074370487736,193.41360132211605,24.700768595368032,79.99260603776271,6.609834576425663,63.99895307275179,grapes
16.782275383119345,119.50217120961254,197.50966835172392,19.788990090594044,82.75791182714326,5.494148986565834,75.64049766426194,grapes
36.271853332536004,124.28518703573036,201.97848490540582,22.356088187694386,80.62401786026022,5.503021107501441,73.31589157287317,grapes
34.930490707473666,133.28426364568466,200.4431935685056,41.48042494524434,84.5765746005556,6.575789298490332,70.27726995729661,grapes
33.87590825179983,119.4975936593078,196.76606729085765,38.56797844961297,82.9702845970631,6.353116869732843,75.96437119780025,grapes
3.5083285157776847,124.90215068712283,189.86696225159898,10.67474302919223,82.15677694600592,6.501159176281825,69.35460997566787,grapes
17.380719482510834,136.38160631911828,193.33108710730366,41.439017187488425,81.37438787867677,6.553168914295406,67.33855329452895,grapes
2.656958061852872,132.53925690067172,203.94553860293507,20.631096915079596,78.6120336514013,6.579465464276814,69.3712862342902,grapes
13.53879511138639,136.46589488554736,201.81173477100225,40.407122280671814,83.93848822487035,6.5355775252717265,75.5264096750284,grapes
12.156154353077092,121.0748379013765,202.80527484747614,10.350635626398395,83.39438057418029,6.5142719820029065,71.72095438995662,grapes
13.787817381821375,139.78241568118003,209.63988249118717,16.361104885830713,80.87882752332362,6.546101412772777,67.88314633900488,grapes
26.95736752913744,138.24376679420715,199.61511974482605,11.702175044209508,80.30170625277117,5.678292902090434,66.54129312396675,grapes
16.884433846518892,121.38298215610686,201.05854913322833,66.44933725762199,80.09893899422995,5.906055388046071,61.991666588091235,grapes
115.64207870547293,25.429119136677073,49.36923274290854,27.321140082524938,82.85080497352776,6.852951047371296,55.897865807736665,watermelon
97.54554093018706,11.06354657737717,47.72460045614654,25.946534023543975,90.2775764998744,6.965602090769936,55.33062553841845,watermelon
103.50219357601055,26.76904296770276,43.44514638688583,27.315762759606,87.44980937386842,6.807145389988528,42.75558913422097,watermelon
79.88787900556333,1.5444019887364187,53.49154059904432,23.94364091717014,84.89752019241526,6.498152328694666,49.154931416126885,watermelon
94.79202738311066,9.257837447927725,45.51871647592906,25.039763734321248,87.63734897008797,6.957061358158766,41.10959347557098,watermelon
93.02994551915192,12.083139335755963,56.064396351815724,25.584929717953557,86.01029269497981,5.922117889414029,44.59249776412618,watermelon
85.81656631207031,23.623249664623486,51.034974448949015,26.8299273352332,90.24255814339197,5.954570872160433,48.52929915157039,watermelon
87.27533909801608,5.642528740009237,45.5466829532572,24.796774942511217,83.67636326092234,15.065426860116663,51.13171921880341,watermelon
103.46229932880352,11.970367707295765,52.72430047469796,25.308097721033512,83.5136002209429,6.948695222654205,51.63803755575354,watermelon
97.61862056982102,22.848014922894873,52.25325533592723,27.187680220180496,88.35498721860765,6.003629038484193,60.17527776518708,watermelon
104.71916123207774,31.235277663830445,47.21385701248682,27.290760418349617,84.48739809724788,5.983869599253169,54.80846787838294,watermelon
111.74951103728579,5.141626985524782,42.05426193253254,26.471951086268973,84.6617668576788,6.889143832646876,52.269921783063026,watermelon
113.17835622561901,18.082335964967324,52.56410134105883,25.81467062765332,90.11067853219824,6.937787652772038,58.80539581090142,watermelon
93.7638434269815,4.0512698492397945,50.200461487754744,25.33970279660475,89.6254907671289,5.973401483175824,49.36593349814303,watermelon
83.14065871175913,19.88610256976424,56.17063862212559,26.35918927623331,87.53890915695435,6.961063372601944,61.71106943221591,watermelon
86.95837172625313,20.536668833034227,42.98193151068355,26.946786259613635,90.06744116464021,6.956462514997201,62.03274992091054,watermelon
119.41153905867039,18.318416255732544,47.90595267347841,24.728317983002785,83.67501678882365,6.799795813887758,53.59435112921854,watermelon
93.80346723643326,14.346059598567667,47.89931339645164,26.074087748551058,84.79119941626794,6.643560851898224,56.94217532113811,watermelon
104.30391630732942,7.181561066615293,51.7807701495738,27.088230866254552,89.84970988913938,6.942859191307806,57.96184848147785,watermelon
